segment_id,recording_id,speaker_group_id,audio_path,duration_seconds,transcription,absolute_audio_path
REC094_SEG0001,REC094,SPK009,data/processed/segments/REC094/REC094_SEG0001.wav,3.76,rexbar asbḥan n yasuɛ lmasiḥ sufuss n matta,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC094/REC094_SEG0001.wav
REC094_SEG0002,REC094,SPK009,data/processed/segments/REC094/REC094_SEG0002.wav,3.376,adlis n umezruy n wexraq n yasuɛ lmasiḥ,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC094/REC094_SEG0002.wav
REC094_SEG0003,REC094,SPK009,data/processed/segments/REC094/REC094_SEG0003.wav,12.432,adlis n umezruy n wexraq n yasuɛ lmasiḥ mmis n dawud mmis n ibrahim ibrahim ijja dd isḥaq isḥaq ijja dd yaɛqub yaɛqub ijja dd yahuda d aytmas,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC094/REC094_SEG0003.wav
REC094_SEG0004,REC094,SPK009,data/processed/segments/REC094/REC094_SEG0004.wav,18.032,yahuda ijja dd fariṣ d zaraḥ ak d tamar fariṣ ijja dd ḥaṣrun ḥaṣrun ijja dd aram aram ijja dd ɛamminadab ɛamminadab ijja dd naḥcun naḥcun ijja dd salmun salmun ijja dd buɛaz zi raḥab,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC094/REC094_SEG0004.wav
REC094_SEG0005,REC094,SPK009,data/processed/segments/REC094/REC094_SEG0005.wav,12.744,buɛaz ijja dd ɛubid ak d raɛut ɛubid ijja dd yassa yassa ijja dd dawud ajeǧid uca dawud ijja dd suliman ak d temɣart n uriya,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC094/REC094_SEG0005.wav
REC094_SEG0006_PART01,REC094,SPK009,data/processed/segments/REC094/REC094_SEG0006_PART01.wav,11.732,suliman ijja dd raḥabɛam raḥabɛam ijja dd abiya abiya ijja dd asa asa ijja dd yahucafaṭ yahucafaṭ ijja dd yuram,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC094/REC094_SEG0006_PART01.wav
REC094_SEG0006_PART02,REC094,SPK009,data/processed/segments/REC094/REC094_SEG0006_PART02.wav,11.732,yuram ijja dd ɛuzziya ɛuzziya ijja dd yutam yutam ijja dd aḥaz aḥaz ijja dd ḥizqiya ḥizqiya ijja dd manassa manassa ijja dd amun,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC094/REC094_SEG0006_PART02.wav
REC094_SEG0007,REC094,SPK009,data/processed/segments/REC094/REC094_SEG0007.wav,7.76,amun ijja dd yuciya yuciya ijja dd yakunya d aytmas deg wussan n nehbast di babil,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC094/REC094_SEG0007.wav
REC094_SEG0008_PART01,REC094,SPK009,data/processed/segments/REC094/REC094_SEG0008_PART01.wav,11.988,awarni awmi xsan uzren ɣar di babil yakunya ijja dd caɛaltiyil caɛaltiyil ijja dd zarubbabil zarubbabil ijja dd abihud abihud,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC094/REC094_SEG0008_PART01.wav
REC094_SEG0008_PART02,REC094,SPK009,data/processed/segments/REC094/REC094_SEG0008_PART02.wav,11.988,ijja dd alyaqim alyaqim ijja dd ɛazur ɛazur ijja dd ṣaduq ṣaduq ijja dd axim axim ijja dd aliyud aliyud ijja dd aliɛazar,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC094/REC094_SEG0008_PART02.wav
